REGIÓN;NOMBRE;SUBTIPO;CONTENIDO
Pasco;Plaza Daniel Alcides Carrión De Pasco;Plaza;"""Plaza principal de Pasco con monumento al mártir Daniel Alcides Carrión."""
Áncash;Mirador Catucancha;Miradores naturales;"""Mirador panorámico que domina los valles de la región Pasco."""
Áncash;Complejo Arqueastronómico Chankillo;Zonas arqueológicas;"""Observatorio solar preinca considerado el más antiguo de América."""
Cajamarca;Bosque De Piedras De Chucumaca;Formaciones rocosas(bosque de piedra);"""Formaciones rocosas erosionadas en la región Cajamarca."""
Áncash;Quebrada Parón;Quebradas;"""Quebrada con senderos y piscinas naturales en la cordillera blanca."""
Huancavelica;Bosque Natural De Puyas Raymondi;Bosques;"""Bosque altoandino único por su concentración de puyas raimondi."""
Áncash;Complejo Arqueológico Ichic Willcawain;Recintos ceremoniales;"""Conjunto arqueológico preincaico con recintos de piedra en Áncash."""
Cajamarca;Cataratas Del Condac;Cataratas;"""Cascadas de varios niveles ubicadas en la selva central del Perú."""
Ica;Paisaje Arqueológico Santuario Del Dios Paracas;Geoglifos (Grabado en tierra);"""Restos arqueológicos y paisajes sagrados vinculados a la cultura Paracas."""
Cajamarca;Zona Arqueologica De Pacopampa;Templos;"""Centro ceremonial de la cultura Pacopampa con plataformas y recintos."""
La Libertad;Agua Termal El Edén;Ojos de agua;"""Pozas termales naturales usadas por comunidades locales en Cajamarca."""
La Libertad;Fiesta Patronal De La Virgen De La Puerta;Fiestas religiosas-patronales;"""Festividad religiosa celebrada en Otuzco, La Libertad."""
La Libertad;Feria De La Ciruela De Virú;Ferias (no Artesanales);"""Feria que celebra la cosecha de ciruelas en Virú, La Libertad."""
La Libertad;El Carnaval De Conache;Fiestas Tradicionales(Herranza, carnavales, otros);"""Carnaval rural con danzas, coplas y gastronomía en Conache."""
Pasco;Iglesia Inmaculada Concepción De Vicco;Iglesias;"""Iglesia colonial construida en piedra en la región Pasco."""
Pasco;Plaza Principal De Iscozacín;Plazas;"""Plaza principal de Iscozacín rodeada de casonas típicas."""
Pasco;Pueblo De Oxapampa;Tradicionales;"""Pueblo altoandino famoso por su arquitectura tirolesa y cultura austro-peruana."""
Ayacucho;Parque Gervasio Santillana;Parques;"""Parque principal de Oxapampa con jardines y monumentos."""
La Libertad;Shambar;Platos Típicos;"""Sopa norteña espesa de trigo y menestras típica de Trujillo."""
La Libertad;Playa Las Delicias;Playas;"""Playa trujillana conocida por su ambiente familiar y festivales gastronómicos."""
La Libertad;Playa Puerto Malabrigo;Playas;"""Playa de olas largas, famosa entre surfistas como Chicama."""
La Libertad;Piscigranja La Encajonada;Piscigranja;"""Centro de piscicultura y recreación rodeado de montañas."""
Puno;Sitio Arqueologico Del  Muyo Muyo  Aymaña-Corani ;Zonas arqueológicas;"""Sitio arqueológico preincaico con recintos de piedra en Puno."""
Ayacucho;Mirador 3 Cruces De Vueltaccpata;Miradores naturales;"""Mirador panorámico con vistas a los valles de Paucartambo."""
La Libertad;Causa En Lapa - Trujillo;Platos Típicos;"""Versión trujillana de la causa preparada con cangrejo y mariscos."""
Ucayali;Laguna Huitococha;Lagunas;"""Laguna altoandina rodeada de montañas en Áncash."""
Ucayali;Parque De La Lupuna;Parques;"""Parque amazónico con el árbol de lupuna como principal atractivo."""
Ucayali;Malecon De Villa Aguaytia;Malecones;"""Malecón ribereño ideal para caminatas junto al río Aguaytía."""
Ucayali;Puente De Aguaytia;Puentes;"""Puente colgante sobre el río Aguaytía, uno de los más largos del Perú."""
Áncash;Bosque De Piedras Hatun Machay;Formaciones rocosas(bosque de piedra);"""Bosque de piedras con formaciones pétreas a más de 4,000 msnm."""
Moquegua;Volcán Ticsani;Volcanes;"""Volcán activo en Moquegua rodeado de paisajes altoandinos."""
Callao;Biblioteca Municipal Del Callao;Biblioteca;"""Biblioteca pública ubicada en el centro histórico del Callao."""
Puno;Mirador Turístico Huayna Urqu;Miradores naturales;"""Mirador natural con vistas a terrazas y ríos del Cusco."""
La Libertad;Danza Los Negritos De Otuzco;Música y Danzas;"""Danza típica de Otuzco que representa a antiguos esclavos africanos."""
Huancavelica;Iglesia De Ascensión;Iglesias;"""Iglesia colonial de Huancavelica con campanario de piedra."""
Tacna;Humedales De Ite;Humedales;"""Zona costera de humedales con rica avifauna en Tacna."""
La Libertad;Marinera Norteña;Música y Danzas;"""Danza costeña declarada Patrimonio Cultural de la Nación."""
Callao;Museo Submarino Abtao;Museos;"""Museo instalado en un submarino real anclado en el Callao."""
Puno;Playas De Karina Y Churo;Playas;"""Playas rústicas de arena oscura y mar calmo en Puno."""
Cusco;Complejo Arqueológico De Watoqto;Templos;"""Centro ceremonial incaico en Cusco con recintos de piedra."""
La Libertad;Concurso Nacional De Caballo De Paso Peruano;Concursos;"""Competencia nacional del tradicional caballo de paso peruano."""
La Libertad;Festividad De San Isidro Labrador;Fiestas religiosas-patronales;"""Fiesta patronal que honra al patrón de los agricultores."""
La Libertad;Fiesta De La Santísima Cruz Del Cerro Grande;Fiestas religiosas-patronales;"""Celebración tradicional en Lambayeque con procesiones y danzas."""
Cusco;Festividad De La Virgen Del Carmen De Paucartambo;Fiestas religiosas-patronales;"""Festividad cusqueña llena de color en honor a la Virgen del Carmen."""
Cusco;Fiesta Del Inti Raymi;Fiestas religiosas-patronales;"""Recreación del rito inca del solsticio de invierno en Sacsayhuamán."""
La Libertad;Pueblo De San Ignacio;Tradicionales;"""Pueblo productor de café y frutas en la selva cajamarquina."""
Cusco;Feria De Arte Popular Santurantikuy;Ferias Artesanales;"""Feria navideña de artesanía en la plaza de Cusco."""
Moquegua;Playa Platanales - Ilo;Playas;"""Playa de arena fina y aguas tranquilas cerca de Ilo, Moquegua."""
Cusco;  Siete Tinajas;Cascadas;"""Conjunto de siete cascadas naturales rodeadas de vegetación."""
Cusco;Parque Arqueológico De Choquequirao;Parques arqueológicos;"""Ciudadela incaica ubicada entre cañones y montañas."""
Cusco;Baños Termales De Lares;Ojos de agua;"""Termas naturales en el valle de Lares, Cusco."""
Cusco;Aguas Termales De Chaquella De Ccoñec;Ojos de agua;"""Piscinas termales medicinales ubicadas en Cusco."""
Ayacucho;Reserva De Vicuñas En Tarhuiyocc;Reservas Comunales;"""Área protegida que conserva vicuñas en libertad."""
La Libertad;Centro Histórico De Trujillo;Otros;"""Centro histórico colonial con casonas e iglesias en Trujillo."""
Ayacucho;Reserva, Puyas De Raimondi En Tarhuiyocc;Bosques;"""Reserva altoandina con plantas de puya raimondi gigantes."""
Cusco;Laguna Chinchaycocha - Cusipata;Lagunas;"""Laguna altoandina ubicada en el distrito de Cusipata, Cusco."""
Puno;Danza Típica Carnaval De Macari Jauray ;Música y Danzas;"""Danza festiva que celebra el carnaval en Puno."""
Cusco;Costumbre El Takanacuy;Costumbres;"""Tradicional pelea ritual del Cusco para resolver disputas."""
Cusco;Capilla San Antonio Abad De Yaucat;Capilla;"""Pequeña capilla de piedra con retablo colonial en Cusco."""
Cusco;Leyenda De Los Hermanos Ayar;Otros;"""Relato mítico sobre los fundadores del Imperio Inca."""
Cusco;Festividad Del Señor De Huanca;Fiestas religiosas-patronales;"""Festividad religiosa en honor a Cristo en las alturas del Cusco."""
Cusco;Festividad De La Virgen Asunta De Calca;Fiestas religiosas-patronales;"""Fiesta religiosa celebrada en Calca, Cusco."""
Cusco; Agua Mineromedicinal De Marcani ;Ojos de agua;"""Manantial cuyas aguas son apreciadas por sus propiedades curativas."""
San Martín;Semana Turística De Moyobamba;Otros;"""Semana de eventos turísticos, culturales y gastronómicos en Moyobamba."""
San Martín;Fiesta De Corpus Christi En Moyobamba;Fiestas religiosas-patronales;"""Fiesta religiosa que incluye procesiones y altares en Moyobamba."""
San Martín;Fiestas Tradicionales De San Juan, San Pedro Y San Pablo;Fiestas religiosas-patronales;"""Fiestas amazónicas que mezclan religión y música en la selva."""
Huánuco;Acr Bosque Montano De Carpish;Áreas de conservación regional;"""Área de conservación que protege bosques de neblina en Huánuco."""
Ucayali;Caño Panaillo;Quebradas;"""Caño amazónico usado para paseos y avistamiento de fauna."""
Cusco;Manantial De Poc Poc;Manantiales;"""Manantial natural con aguas cristalinas en la sierra central."""
Puno;Piedras Talladas Y Pinturas Rupestres De Aziruni;Formaciones rocosas(bosque de piedra);"""Conjunto de grabados y pinturas rupestres en Madre de Dios."""
Cusco;Río Vilcanota Tramo Yaucat-Moccoraise;Ríos;"""Tramo del río Vilcanota con bellos paisajes rurales cusqueños."""
Cusco;Laguna De Piuray;Lagunas;"""Laguna que abastece de agua a comunidades cercanas a Cusco."""
Cusco; Feria Tradicional De Chinchero ;Ferias Artesanales;"""Feria tradicional de textiles, cerámica y artesanía en Chinchero."""
Ayacucho;Zona Arqueologica De Chillwamarka - Ñaupallaccta;Ciudadelas;"""Centro ceremonial inca en el Cusco con andenes y recintos."""
Loreto;Pueblo De Caballo Cocha ;Tradicionales;"""Pueblo fronterizo amazónico bañado por el río Amazonas."""
Cusco;Festividad Del Señor De Qoyllor Riti;Fiestas religiosas-patronales;"""Fiesta religiosa que reúne miles de fieles en las alturas cusqueñas."""
Cusco;Zona Arqueológica  De Wamanmarca;Zonas arqueológicas;"""Sitio arqueológico preincaico con recintos de piedra."""
Arequipa;Danza Los Arrieros;Música y Danzas;"""Danza que representa la vida de los antiguos arrieros."""
Puno;Cañon De Viunchuco Ayapata;Cañones;"""Cañón profundo rodeado de andenes en Puno."""
Cusco;Centro Qosqo De Arte Nativo;Música y Danzas;"""Centro cultural que preserva danzas tradicionales del Cusco."""
Cajamarca;Mirador La Ermita;Miradores;"""Mirador natural con vistas al valle y montañas cusqueñas."""
Cusco;Parroquia Virgen Asunta De Cusipata;Iglesias;"""Iglesia colonial ubicada en Cusipata, Cusco."""
Cajamarca;Manantial “El Quique”;Manantiales;"""Manantial natural visitado por lugareños y turistas en Puno."""
Puno;Cascada Velo De Novia - Sandia;Cascadas;"""Cascada de varios saltos rodeada de selva en Sandia."""
Cusco;Sitio Arqueológico De Illaracay;Zonas arqueológicas;"""Centro arqueológico preincaico de la cultura Pucara."""
Ica;Museo Maria Reiche;Museos;"""Museo dedicado a la investigadora de las Líneas de Nazca."""
Lima;Petroglifos De Checta;Petroglifos (Grabados en piedra);"""Grabados rupestres con figuras geométricas y animales."""
Cusco;Santuario Nacional Megantoni;Santuarios Nacionales;"""Área protegida con gran diversidad biológica en Cusco."""
San Martín;Festival De La Orquídea;Festivales;"""Evento cultural que exhibe orquídeas amazónicas en Moyobamba."""
Arequipa;Mirador De Antaymarca;Miradores;"""Mirador tradicional con vistas a terrazas y montañas."""
Arequipa;Museo Santuarios Andinos;Museos;"""Museo que alberga la momia Juanita, la dama de Ampato."""
Arequipa;Lomas De Atiquipa ;Lomas;"""Lomas costeras con vegetación estacional cerca de Arequipa."""
Arequipa;Complejo Arqueologico Quebrada De La Waca O Puerto Inka;Zonas arqueológicas;"""Sitio arqueológico costero vinculado al comercio inca."""
Arequipa;Casa Tristan Del Pozo;Casa de Valor Arquitectónico;"""Casa colonial con fachada barroca en el centro de Arequipa."""
Arequipa;Bosque Seco De Huarangos;Bosques;"""Bosque seco costero que conserva árboles de huarango."""
Arequipa;Museo Paleontologico De Sacaco;Museos de sitio;"""Museo de fósiles marinos de la era cenozoica en Arequipa."""
Arequipa;Río Colca -  Sector Sibayo;Ríos;"""Tramo del río Colca con paisajes y andenería preincaica."""
Arequipa;Complejo Arqueológico La Huarca;Zonas arqueológicas;"""Sitio arqueológico con recintos y terrazas en Arequipa."""
Arequipa;Complejo Arqueológico De Kukuli;Zonas arqueológicas;"""Sitio arqueológico preincaico rodeado de formaciones rocosas."""
Arequipa;Iglesia San Juan Bautista De Yanahuara;Iglesias;"""Iglesia colonial de sillar con campanario en Yanahuara, Arequipa."""
Puno;Cerro Mirador Natural De Cruzpata;Miradores naturales;"""Mirador natural con vistas panorámicas del valle."""
Arequipa;Parque Jurásico De Querulpa;Lugares paleontológicos(Fósiles);"""Parque con esculturas de dinosaurios en relieve en Arequipa."""
Arequipa;Casa Museo De Sitio Heroes Y Martires De Quequeña;Museos de sitio;"""Casa museo que rinde homenaje a héroes de la independencia."""
Arequipa;Carnavales Chuquibambinos;Fiestas Tradicionales(Herranza, carnavales, otros);"""Carnaval tradicional con música y comparsas en Arequipa."""
Puno;Laguna Lagunillas;Lagunas;"""Laguna altoandina famosa por sus aves migratorias."""
Puno;Danza Suni Kullagua De Huayrapata;Música y Danzas;"""Danza típica puneña que celebra la fertilidad de la tierra."""
Arequipa;Pelea De Toros De Arequipa;Tradiciones;"""Tradicional espectáculo taurino en las fiestas de Arequipa."""
Arequipa;Iglesia Santa Marta;Iglesias;"""Iglesia colonial situada en el centro histórico de Arequipa."""
Arequipa;Iglesia Y Convento La Merced;Iglesias;"""Templo y convento con claustros y retablos barrocos en Arequipa."""
Lima;Santuario Arqueológico Pachacamac  ;Zonas arqueológicas;"""Centro ceremonial preinca y colonial cerca de Lima."""
Lima;Catedral San Pedro De Lurín;Catedral;"""Iglesia matriz de Lurín con retablo barroco y campanario."""
Huánuco;Festividad Del Señor De Burgos;Fiestas religiosas-patronales;"""Fiesta patronal en Huánuco con procesiones y música."""
Lima;Mirador Turístico Julio C. Tello;Miradores;"""Mirador costero con vista al mar en Pisco."""
Lima;Chicharrones De Lurín;Platos Típicos;"""Plato tradicional de cerdo frito servido con mote y salsa criolla."""
Lima;Semana Santa De Lurín;Fiestas religiosas-patronales;"""Celebración religiosa que incluye procesiones y alfombras florales."""
Lima;Playa San Pedro;Playas;"""Playa de arena fina y mar tranquilo en Lurín, Lima."""
Lima;Danza De Las Pallas De Lurín ;Música y Danzas;"""Danza tradicional femenina de Lurín que representa a nobles indígenas."""
Lima;Festividad De San Pedro De Lurin;Fiestas religiosas-patronales;"""Fiesta en homenaje a San Pedro con procesiones y festividades marineras."""
Ayacucho;Fiesta En Honor A San Jóse Y Virgen De Las Mercedes;Fiestas religiosas-patronales;"""Celebración patronal con danzas y misas en la costa peruana."""
Ayacucho;Cañon De Huatuscalle;Cañones;"""Cañón profundo rodeado de formaciones rocosas en Huancavelica."""
Ayacucho;Valle De Santiago De Huatatas;Valles;"""Valle andino agrícola con hermosos paisajes y andenería."""
Arequipa;Zona De Reserva Y Conservación Municipal Los Altos De Caravelí;Zonas Reservadas;"""Zona protegida que resguarda ecosistemas únicos en Caravelí, Arequipa."""
Arequipa;Festividad De La Virgen Del Buen Paso;Fiestas religiosas-patronales;"""Fiesta religiosa que reúne devotos en Caravelí, Arequipa."""
Arequipa;Paisaje Cultural Petroglifos De Ananta;Petroglifos (Grabados en piedra);"""Conjunto de petroglifos grabados en roca en Moquegua."""
Cajamarca;Ventanillas O Necropolis De San Mateo De Quilcate;Cementerios;"""Necrópolis preincaica con nichos funerarios tallados en piedra."""
Arequipa;Iglesia Del Señor De La Caña;Iglesias;"""Iglesia colonial ubicada en San Mateo de Quilcate, Lima."""
Arequipa;Campiña De Chuquibamba;Camino Pintoresco;"""Paisaje rural de andenes y cultivos tradicionales en Arequipa."""
Ayacucho;Casona Colonial Yanamilla;Casona;"""Casa señorial de época colonial ubicada en Ayacucho."""
Ayacucho;Feria De Todos Los Santos ;Ferias (no Artesanales);"""Feria tradicional con gastronomía, artesanía y flores."""
Puno;Arte Rupestre De Chusecani;Pintura Rupestre;"""Grabados rupestres ubicados en la región altiplánica de Puno."""
Ayacucho;Fiesta Patronal En Honor A Santa Elena;Fiestas religiosas-patronales;"""Fiesta religiosa celebrada con procesiones y música tradicional."""
